Reaction ID;Reaction class;
9889133;MA;
2250807;MA;
3226164;MA;
4874961;MA;
38621266;MA;
45615990;MA;
45615991;MA;
45615994;MA;
45616017;MA;
45616025;MA;
45616029;MA;
45616030;MA;
45616031;MA;
4860543;MA;
4885219;MA;
9899683;MA;
29031948;MA;
2248688;MA;
4032977;MA;
4421024;MA;
4457374;MA;
2249214;MA;
2249560;MA;
4624814;MA;
11037739;MA;
4205871;MA;
4206366;MA;
2200792;MA;
2249851;MA;
4520118;MA;
4558608;MA;
4558609;MA;
4791648;MA;
4258258;MA;
4258264;MA;
4261423;MA;
1140846;MA;
2316457;MA;
4526741;MA;
4534942;MA;
23598006;MA;
39499718;MA;
36777926;MA;
25977620;MA;
36777927;MA;
36777928;MA;
1728466;MA;
3230951;MA;
1674477;MA;
4068059;MA;
4068078;MA;
29235755;MA;
8837861;MA;
3802966;MA;
10125766;MA;
9396717;MA;
4347551;MA;
43205940;MA;
2259456;MA;
47332201;MA;
28117392;MA;
36288532;MA;
36288537;MA;
38415814;MA;
49034890;MA;
29001013;MA;
36288538;MA;
38398683;MA;
38415815;MA;
9654774;MA;
41210907;MA;
43780094;MA;
43780096;MA;
49151601;MA;
38415816;MA;
38415817;MA;
41210929;MA;
44816890;MA;
49034867;MA;
2259208;MA;
42526378;MA;
42526397;MA;
49034905;MA;
2247752;MA;
10408289;MA;
41210888;MA;
2248260;MA;
2249069;MA;
9809448;MA;
23569086;MA;
31720926;MA;
36288539;MA;
48161758;MA;
2248031;MA;
4950122;MA;
2259160;MA;
4828672;MA;
45641708;MA;
48149645;MA;
10043850;MA;
10306244;MA;
11090368;MA;
40703961;MA;
50888839;MA;
5049624;MA;
9776370;MA;
31226119;MA;
31901446;MA;
31901448;MA;
39697859;MA;
41210887;MA;
2248318;MA;
5201547;MA;
8880593;MA;
8880638;MA;
9592064;MA;
9812808;MA;
10206478;MA;
10408767;MA;
11152338;MA;
11219798;MA;
28506007;MA;
28869857;MA;
30024159;MA;
2214340;MA;
2253495;MA;
9073731;MA;
9317680;MA;
9726558;MA;
45495641;MA;
51589743;MA;
2251888;MA;
2263982;MA;
8622923;MA;
9317200;MA;
10067514;MA;
10142915;MA;
10397620;MA;
11055576;MA;
49973832;MA;
28846002;MA;
28855767;MA;
28855768;MA;
29463080;MA;
29463081;MA;
36264760;MA;
42148670;MA;
50230346;MA;
2213658;MA;
5187162;MA;
8816984;MA;
9193256;MA;
31065893;MA;
32597536;MA;
52258554;MA;
2852609;MA;
9122468;MA;
9614382;MA;
10326536;MA;
30630656;MA;
40311061;MA;
2946852;MA;
46625300;MA;
4473469;MA;
28809163;MA;
30979204;MA;
9041610;MA;
9042084;MA;
41017659;MA;
2248685;MA;
3802206;MA;
8623466;MA;
35316471;MA;
44778471;MA;
1815655;MA;
2248855;MA;
3890132;MA;
9000941;MA;
9000944;MA;
29155957;MA;
1506628;MA;
1510246;MA;
2252953;MA;
11227220;MA;
1674501;MA;
1437054;MA;
1437067;MA;
1546906;MA;
1832274;MA;
2944110;MA;
30041257;MA;
47565958;MA;
5329505;MA;
10885340;MA;
25264578;MA;
2259817;MA;
9211119;MA;
9655259;MA;
28497261;MA;
49269497;MA;
3798091;MA;
49269483;MA;
4294184;MA;
5148163;MA;
28845999;MA;
28846000;MA;
47738641;MA;
40052959;MA;
3962320;MA;
10205877;MA;
9523294;MA;
9573962;MA;
25969890;MA;
8640013;MA;
8755762;MA;
28611624;MA;
29503398;MA;
37045464;MA;
45615992;MA;
45616027;MA;
28611625;MA;
3862854;MA;
25951463;MA;
3871179;MA;
3871180;MA;
3871186;MA;
3871188;MA;
3871189;MA;
3871192;MA;
3871193;MA;
4727764;MA;
1880260;MA;
4473294;MA;
2250088;MA;
1659506;MA;
1786350;MA;
2159137;MA;
1519425;MA;
1710655;MA;
1806127;MA;
1984520;MA;
2039065;MA;
2152841;MA;
41489031;MA;
29856734;MA;
32575320;MA;
9956301;MA;
39958656;MA;
27788305;MA;
39800885;MA;
47111641;MA;
47332096;MA;
23751013;MA;
29749120;MA;
43780092;MA;
43780095;MA;
43780097;MA;
50232571;MA;
31353497;MA;
42940094;MA;
43780098;MA;
9654785;MA;
43780093;MA;
2259197;MA;
1908738;MA;
9074393;MA;
9074394;MA;
28497666;MA;
29856735;MA;
41210833;MA;
43704452;MA;
46019412;MA;
2441775;MA;
10125533;MA;
27788303;MA;
30473203;MA;
30473204;MA;
5279250;MA;
10397619;MA;
29718749;MA;
33827307;MA;
2068744;MA;
2256479;MA;
9554030;MA;
10392590;MA;
45459989;MA;
50888670;MA;
25900698;MA;
29750146;MA;
40352200;MA;
40352201;MA;
2251072;MA;
5274622;MA;
9008746;MA;
9318052;MA;
10205876;MA;
10206476;MA;
8866661;MA;
33756981;MA;
37251329;MA;
9878096;MA;
10023960;MA;
11236121;MA;
37468307;MA;
9193876;MA;
23659641;MA;
37958017;MA;
36334988;MA;
42908371;MA;
42908372;MA;
31608208;MA;
47825582;MA;
9678637;MA;
4947531;MA;
40094244;MA;
28874494;MA;
10042598;MA;
30052101;MA;
2212104;MA;
2254873;MA;
2259516;MA;
2430203;MA;
9211120;MA;
9989333;MA;
47552802;MA;
9715688;MA;
9733188;MA;
35417667;MA;
52247100;MA;
26000112;MA;
35123795;MA;
1673583;MA;
2256364;MA;
2315752;MA;
9189865;MA;
2259486;MA;
9715656;MA;
2250145;MA;
2255551;MA;
3630148;MA;
11227219;MA;
33534946;MA;
42348621;MA;
2214219;MA;
2247708;MA;
9592646;MA;
10135635;MA;
28892622;MA;
29338197;MA;
32556786;MA;
34387750;MA;
36676037;MA;
37069794;MA;
38621225;MA;
38621227;MA;
47606798;MA;
50282279;MA;
51414892;MA;
4427148;MA;
40519756;MA;
42058977;MA;
43560305;MA;
48749407;MA;
51605289;MA;
9786830;MA;
34632230;MA;
37230280;MA;
2259371;MA;
2442255;MA;
8575226;MA;
8818482;MA;
9798744;MA;
10542597;MA;
29390722;MA;
41151630;MA;
47332213;MA;
4860540;MA;
4860544;MA;
4874955;MA;
11247096;MA;
4427705;MA;
9786635;MA;
9127294;MA;
9135689;MA;
10107749;MA;
2255684;MA;
9775975;MA;
2249183;MA;
8560683;MA;
9122467;MA;
45261409;MA;
4256556;MA;
9126721;MA;
29590146;MA;
45848711;MA;
9122469;MA;
4825882;MA;
4996893;MA;
46006316;MA;
38699766;MA;
46809599;MA;
42536309;MA;
36031004;MA;
2249229;MA;
28152450;MA;
40368336;MA;
9945538;MA;
11037585;MA;
29533567;MA;
9479741;MA;
11069833;MA;
44485446;MA;
4417807;MA;
4829146;MA;
8623625;MA;
28853065;MA;
34305803;MA;
42538007;MA;
28853060;MA;
2250798;MA;
4874882;MA;
4937653;MA;
8675045;MA;
8932784;MA;
10299011;MA;
4266529;MA;
4270561;MA;
10297985;MA;
33876883;MA;
34535388;MA;
11230270;MA;
36282956;MA;
33484141;MA;
33492654;MA;
3798092;MA;
46006320;MA;
48028911;MA;
38520781;MA;
38699760;MA;
46006319;MA;
46006317;MA;
28963541;MA;
46006318;MA;
8946214;MA;
28497983;MA;
32730334;MA;
8946211;MA;
8946218;MA;
8946212;MA;
8946219;MA;
52277956;MA;
8668016;MA;
31331445;MA;
8668009;MA;
8672089;MA;
8695018;MA;
8695022;MA;
29026260;MA;
1932651;MA;
3968878;MA;
8946213;MA;
9592416;MA;
10125504;MA;
5187621;MA;
1950681;MA;
8623538;MA;
9396183;MA;
28701305;MA;
4079427;MA;
4678403;MA;
26000082;MA;
28886407;MA;
29417819;MA;
47332117;MA;
4996551;MA;
23665253;MA;
10454320;MA;
10118326;MA;
10205976;MA;
5201917;MA;
11152007;MA;
11151998;MA;
2214226;MA;
2259139;MA;
4875353;MA;
8577269;MA;
9654807;MA;
9910478;MA;
35800807;MA;
2259551;MA;
8816985;MA;
30189120;MA;
30189121;MA;
10407595;MA;
50623438;MA;
31945470;MA;
40146348;MA;
40146349;MA;
2017297;MA;
2252930;MA;
35913362;MA;
51111085;MA;
10514623;MA;
3841472;MA;
2214227;MA;
2253955;MA;
3555862;MA;
9069082;MA;
2255773;MA;
1673914;MA;
1675053;MA;
2247942;MA;
2250462;MA;
2253444;MA;
2253456;MA;
2255678;MA;
2256476;MA;
2258708;MA;
2259868;MA;
2315758;MA;
2316142;MA;
2925605;MA;
5004498;MA;
1738543;MA;
2259173;MA;
3555797;MA;
4828691;MA;
1673993;MA;
2211728;MA;
2251188;MA;
2476632;MA;
2477633;MA;
4164544;MA;
4240754;MA;
4246699;MA;
4246700;MA;
4246701;MA;
4246702;MA;
2259680;MA;
4874501;MA;
4874502;MA;
1674930;MA;
2017298;MA;
2250198;MA;
2256484;MA;
2316173;MA;
2789262;MA;
2926311;MA;
3948128;MA;
3948129;MA;
3948132;MA;
3968464;MA;
3983591;MA;
3983593;MA;
4520873;MA;
4520874;MA;
4526761;MA;
1674936;MA;
2250218;MA;
2254525;MA;
2926317;MA;
5231530;MA;
1323;MA;
1674010;MA;
1674508;MA;
2200941;MA;
2248013;MA;
4238221;MA;
4568810;MA;
4576273;MA;
4601149;MA;
931004;MA;
28497262;MA;
28497265;MA;
28497255;MA;
10504148;MA;
9037047;MA;
9037801;MA;
9038505;MA;
24269746;MA;
39877337;MA;
9004915;MA;
9020522;MA;
9036268;MA;
9037802;MA;
9037851;MA;
9020535;MA;
9014267;MA;
9038523;MA;
9071063;MA;
9036145;MA;
9004916;MA;
32798951;MA;
4957612;MA;
8542020;MA;
1787105;MA;
10885337;MA;
10885338;MA;
11081472;MA;
34742998;MA;
4857409;MA;
3744293;MA;
1855367;MA;
10388938;MA;
1763770;MA;
